locus_tag	ftype	length_bp	gene	EC_number	COG	product
HNJIGEIF_02482	CDS	747				hypothetical protein
HNJIGEIF_02483	CDS	339				hypothetical protein
HNJIGEIF_02484	CDS	393				hypothetical protein
HNJIGEIF_02485	CDS	927				hypothetical protein
HNJIGEIF_02486	CDS	258				hypothetical protein
HNJIGEIF_02487	CDS	786	xerD_2			Tyrosine recombinase XerD
HNJIGEIF_02488	CDS	2550				hypothetical protein
HNJIGEIF_02489	CDS	447	phaJ	4.2.1.119		(R)-specific enoyl-CoA hydratase
HNJIGEIF_02490	CDS	1536	bepA_4	3.4.-.-		Beta-barrel assembly-enhancing protease
HNJIGEIF_02491	CDS	1239	recF		COG1195	DNA replication and repair protein RecF
HNJIGEIF_02492	CDS	579				hypothetical protein
HNJIGEIF_02493	CDS	2817				hypothetical protein
HNJIGEIF_02494	CDS	927	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
HNJIGEIF_02495	CDS	360				hypothetical protein
HNJIGEIF_02496	CDS	336				hypothetical protein
HNJIGEIF_02497	CDS	357				hypothetical protein
HNJIGEIF_02498	CDS	3429	mfd	3.6.4.-		Transcription-repair-coupling factor
HNJIGEIF_02499	CDS	861			COG1073	putative protein
HNJIGEIF_02500	CDS	648	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
HNJIGEIF_02501	CDS	1995	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
HNJIGEIF_02502	CDS	480				hypothetical protein
HNJIGEIF_02503	CDS	492				hypothetical protein
HNJIGEIF_02504	CDS	633				hypothetical protein
HNJIGEIF_02505	CDS	747				hypothetical protein
HNJIGEIF_02506	CDS	1386	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
HNJIGEIF_02507	CDS	1965	yidC			Membrane protein insertase YidC
HNJIGEIF_02508	CDS	447				hypothetical protein
HNJIGEIF_02509	CDS	165	rpmH		COG0230	50S ribosomal protein L34
HNJIGEIF_02510	tRNA	74				tRNA-Gly(ccc)
HNJIGEIF_02511	tRNA	75				tRNA-Val(tac)
HNJIGEIF_02512	CDS	1461				hypothetical protein
HNJIGEIF_02513	CDS	1068		3.4.11.-		Aminopeptidase 2
HNJIGEIF_02514	CDS	207				hypothetical protein
HNJIGEIF_02515	CDS	570				hypothetical protein
HNJIGEIF_02516	CDS	459				hypothetical protein
HNJIGEIF_02517	CDS	222				hypothetical protein
HNJIGEIF_02518	CDS	1437	crhR	3.6.4.13		RNA helicase CrhR
HNJIGEIF_02519	CDS	750	fabG_5	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HNJIGEIF_02520	CDS	807				hypothetical protein
HNJIGEIF_02521	CDS	939	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
HNJIGEIF_02522	CDS	1005	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
HNJIGEIF_02523	CDS	1017	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
HNJIGEIF_02524	CDS	198	rpmF			50S ribosomal protein L32
HNJIGEIF_02525	CDS	504				hypothetical protein
HNJIGEIF_02526	CDS	447	rplM		COG0102	50S ribosomal protein L13
HNJIGEIF_02527	CDS	390	rpsI			30S ribosomal protein S9
HNJIGEIF_02528	CDS	963				hypothetical protein
HNJIGEIF_02529	CDS	831	tsf		COG0264	Elongation factor Ts
HNJIGEIF_02530	CDS	780	pyrH	2.7.4.22	COG0528	Uridylate kinase
HNJIGEIF_02531	CDS	570	frr		COG0233	Ribosome-recycling factor
HNJIGEIF_02532	tRNA	91				tRNA-Ser(gga)
HNJIGEIF_02533	CDS	885				hypothetical protein
HNJIGEIF_02534	CDS	567	gmk	2.7.4.8	COG0194	Guanylate kinase
HNJIGEIF_02535	CDS	294				hypothetical protein
HNJIGEIF_02536	CDS	1242	undec1A	4.1.1.-		Cysteine/Cysteine sulfinic acid decarboxylase
HNJIGEIF_02537	CDS	864				hypothetical protein
HNJIGEIF_02538	CDS	2625				hypothetical protein
HNJIGEIF_02539	tRNA	73				tRNA-Cys(gca)
HNJIGEIF_02540	tRNA	75				tRNA-Pro(tgg)
HNJIGEIF_02541	CDS	150				hypothetical protein
HNJIGEIF_02542	CDS	165	rpmG		COG0267	50S ribosomal protein L33
HNJIGEIF_02543	CDS	237	rpmB		COG0227	50S ribosomal protein L28
HNJIGEIF_02544	CDS	822	yitD	4.4.1.19	COG1809	Phosphosulfolactate synthase
HNJIGEIF_02545	CDS	1260	lolC_2		COG4591	Lipoprotein-releasing system transmembrane protein LolC
HNJIGEIF_02546	CDS	852				hypothetical protein
HNJIGEIF_02547	CDS	1095	ychF		COG0012	Ribosome-binding ATPase YchF
HNJIGEIF_02548	CDS	663	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
HNJIGEIF_02549	CDS	483	nusB		COG0781	Transcription antitermination protein NusB
HNJIGEIF_02550	CDS	2463				hypothetical protein
HNJIGEIF_02551	CDS	165				hypothetical protein
HNJIGEIF_02552	CDS	1248	ribBA_2		COG0108	Riboflavin biosynthesis protein RibBA
HNJIGEIF_02553	CDS	336	yajC		COG1862	Sec translocon accessory complex subunit YajC
HNJIGEIF_02554	CDS	1053				hypothetical protein
HNJIGEIF_02555	CDS	624				hypothetical protein
HNJIGEIF_02556	CDS	279	csoR		COG1937	Copper-sensing transcriptional repressor CsoR
HNJIGEIF_02557	CDS	675	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
HNJIGEIF_02558	CDS	924				hypothetical protein
HNJIGEIF_02559	CDS	927				hypothetical protein
HNJIGEIF_02560	CDS	636				hypothetical protein
HNJIGEIF_02561	CDS	996				hypothetical protein
HNJIGEIF_02562	CDS	1134	dnaN			Beta sliding clamp
HNJIGEIF_02563	CDS	1575	dnaA_2			Chromosomal replication initiator protein DnaA
HNJIGEIF_02564	CDS	381				hypothetical protein
HNJIGEIF_02565	CDS	267				hypothetical protein
HNJIGEIF_02566	CDS	969	mhqO_1	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqO
HNJIGEIF_02567	CDS	327				hypothetical protein
HNJIGEIF_02568	CDS	489				hypothetical protein
HNJIGEIF_02569	CDS	612				hypothetical protein
HNJIGEIF_02570	CDS	429				hypothetical protein
HNJIGEIF_02571	CDS	1038		1.6.3.5	COG3380	Renalase
HNJIGEIF_02572	CDS	105				hypothetical protein
HNJIGEIF_02573	CDS	954				hypothetical protein
HNJIGEIF_02574	CDS	1518				hypothetical protein
HNJIGEIF_02575	CDS	3156				TonB-dependent receptor P3
HNJIGEIF_02576	CDS	1521				hypothetical protein
HNJIGEIF_02577	tRNA	88				tRNA-Ser(tga)
HNJIGEIF_02578	CDS	1272				hypothetical protein
HNJIGEIF_02579	CDS	774	btsR_3		COG3279	Transcriptional regulatory protein BtsR
HNJIGEIF_02580	CDS	366				hypothetical protein
HNJIGEIF_02581	CDS	435				hypothetical protein
HNJIGEIF_02582	CDS	1185				hypothetical protein
HNJIGEIF_02583	CDS	1245	macB_1	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
HNJIGEIF_02584	CDS	1221	macB_2	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
HNJIGEIF_02585	CDS	1413	tolC			Outer membrane protein TolC
HNJIGEIF_02586	CDS	1365	macA_2		COG0845	Macrolide export protein MacA
HNJIGEIF_02587	CDS	765	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
HNJIGEIF_02588	CDS	2532				hypothetical protein
HNJIGEIF_02589	CDS	1458	xylE			D-xylose-proton symporter
HNJIGEIF_02590	CDS	2601		3.2.1.21	COG1472	Beta-glucosidase BoGH3B
HNJIGEIF_02591	CDS	1125				hypothetical protein
HNJIGEIF_02592	CDS	915				hypothetical protein
HNJIGEIF_02593	CDS	1536				SusD-like protein P38
HNJIGEIF_02594	CDS	3087				TonB-dependent receptor P3
HNJIGEIF_02595	CDS	1542	sglT_3			Sodium/glucose cotransporter
HNJIGEIF_02596	CDS	996	ccpA_1		COG1609	Catabolite control protein A
HNJIGEIF_02597	CDS	399				hypothetical protein
HNJIGEIF_02598	CDS	1806	bmrA	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
HNJIGEIF_02599	CDS	471				hypothetical protein
HNJIGEIF_02600	CDS	366				hypothetical protein
HNJIGEIF_02601	CDS	660				hypothetical protein
HNJIGEIF_02602	CDS	2691	clpB		COG0542	Chaperone protein ClpB
HNJIGEIF_02603	CDS	1692				hypothetical protein
HNJIGEIF_02604	CDS	1506	sasA_9	2.7.-.-		Adaptive-response sensory-kinase SasA
HNJIGEIF_02605	CDS	744	mprA		COG0745	Response regulator MprA
HNJIGEIF_02606	CDS	396				hypothetical protein
HNJIGEIF_02607	CDS	495				hypothetical protein
HNJIGEIF_02608	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
HNJIGEIF_02609	CDS	3249	czcA_2			Cobalt-zinc-cadmium resistance protein CzcA
HNJIGEIF_02610	CDS	1110				hypothetical protein
HNJIGEIF_02611	CDS	1356	czcC_2			Cobalt-zinc-cadmium resistance protein CzcC
HNJIGEIF_02612	CDS	1845				hypothetical protein
HNJIGEIF_02613	CDS	507				hypothetical protein
HNJIGEIF_02614	CDS	1836				hypothetical protein
HNJIGEIF_02615	CDS	1110	rlmL	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
HNJIGEIF_02616	CDS	378				hypothetical protein
HNJIGEIF_02617	CDS	555	resA_4			Thiol-disulfide oxidoreductase ResA
HNJIGEIF_02618	CDS	594	resA_5		COG0526	Thiol-disulfide oxidoreductase ResA
HNJIGEIF_02619	CDS	4029				hypothetical protein
HNJIGEIF_02620	CDS	378				hypothetical protein
HNJIGEIF_02621	CDS	231				hypothetical protein
HNJIGEIF_02622	CDS	1725	hutI_6	3.5.2.7		Imidazolonepropionase
HNJIGEIF_02623	CDS	1170				hypothetical protein
HNJIGEIF_02624	CDS	1164	chiA1	3.2.1.14		Chitinase A1
HNJIGEIF_02625	CDS	1254				hypothetical protein
HNJIGEIF_02626	CDS	2010	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
HNJIGEIF_02627	CDS	366	zapA			Cell division protein ZapA
HNJIGEIF_02628	CDS	390				hypothetical protein
HNJIGEIF_02629	CDS	2493	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
HNJIGEIF_02630	CDS	1011	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
HNJIGEIF_02631	CDS	348	rplT			50S ribosomal protein L20
HNJIGEIF_02632	CDS	189	rpmI		COG0291	50S ribosomal protein L35
HNJIGEIF_02633	CDS	462	infC		COG0290	Translation initiation factor IF-3
HNJIGEIF_02634	CDS	1971	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
HNJIGEIF_02635	tRNA	75				tRNA-Val(gac)
HNJIGEIF_02636	CDS	669	nfi	3.1.21.7	COG1515	Endonuclease V
HNJIGEIF_02637	CDS	1170	argE	3.5.1.16	COG0624	Acetylornithine deacetylase
HNJIGEIF_02638	CDS	459				hypothetical protein
HNJIGEIF_02639	CDS	552				hypothetical protein
HNJIGEIF_02640	CDS	516				hypothetical protein
HNJIGEIF_02641	CDS	699		1.1.1.325		Sepiapterin reductase
HNJIGEIF_02642	CDS	657	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
HNJIGEIF_02643	CDS	414	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
HNJIGEIF_02644	CDS	393		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
HNJIGEIF_02645	CDS	600	coaE	2.7.1.24		Dephospho-CoA kinase
HNJIGEIF_02646	CDS	702	phoR	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
HNJIGEIF_02647	CDS	762	devR_1		COG2197	DNA-binding transcriptional activator DevR/DosR
HNJIGEIF_02648	CDS	690	devR_2		COG2197	DNA-binding transcriptional activator DevR/DosR
HNJIGEIF_02649	CDS	1050	cysM	2.5.1.47	COG0031	Cysteine synthase B
HNJIGEIF_02650	CDS	648	betI_2			HTH-type transcriptional regulator BetI
HNJIGEIF_02651	CDS	549				hypothetical protein
HNJIGEIF_02652	CDS	1026	ndhA	7.1.1.-	COG1005	NAD(P)H-quinone oxidoreductase subunit 1
HNJIGEIF_02653	CDS	1494				hypothetical protein
HNJIGEIF_02654	CDS	369				hypothetical protein
HNJIGEIF_02655	CDS	750		1.-.-.-		putative oxidoreductase
HNJIGEIF_02656	CDS	750				hypothetical protein
HNJIGEIF_02657	CDS	1629				hypothetical protein
HNJIGEIF_02658	CDS	687		1.-.-.-		putative oxidoreductase
HNJIGEIF_02659	CDS	1434				hypothetical protein
HNJIGEIF_02660	CDS	657	msrA_2	1.8.4.11		Peptide methionine sulfoxide reductase MsrA
HNJIGEIF_02661	CDS	924	msrA_3	1.8.4.11		Peptide methionine sulfoxide reductase MsrA
HNJIGEIF_02662	CDS	525				hypothetical protein
HNJIGEIF_02663	CDS	603				hypothetical protein
HNJIGEIF_02664	CDS	804				IS110 family transposase ISOt5
HNJIGEIF_02665	CDS	675				hypothetical protein
HNJIGEIF_02666	CDS	759	rosB	2.6.1.114		8-demethyl-8-aminoriboflavin-5'-phosphate synthase
HNJIGEIF_02667	CDS	876	egtC	3.5.1.118		Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
HNJIGEIF_02668	CDS	561				hypothetical protein
HNJIGEIF_02669	CDS	1239	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
HNJIGEIF_02670	CDS	1098				hypothetical protein
HNJIGEIF_02671	CDS	894	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
HNJIGEIF_02672	CDS	2559				hypothetical protein
HNJIGEIF_02673	CDS	1746				hypothetical protein
HNJIGEIF_02674	CDS	96				hypothetical protein
HNJIGEIF_02675	CDS	324				hypothetical protein
HNJIGEIF_02676	CDS	666	sigW_1		COG1595	ECF RNA polymerase sigma factor SigW
HNJIGEIF_02677	CDS	1035	iaaA_2	3.4.19.5	COG1446	Isoaspartyl peptidase
HNJIGEIF_02678	CDS	1074				hypothetical protein
HNJIGEIF_02679	CDS	1194				hypothetical protein
HNJIGEIF_02680	CDS	699				hypothetical protein
HNJIGEIF_02681	CDS	573	sigW_2		COG1595	ECF RNA polymerase sigma factor SigW
HNJIGEIF_02682	CDS	633				hypothetical protein
HNJIGEIF_02683	CDS	1161	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
HNJIGEIF_02684	CDS	237	acpA		COG0236	Acyl carrier protein
HNJIGEIF_02685	CDS	1224	fabF_1	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
HNJIGEIF_02686	CDS	291				hypothetical protein
HNJIGEIF_02687	CDS	1467				hypothetical protein
HNJIGEIF_02688	CDS	636				hypothetical protein
HNJIGEIF_02689	CDS	2514				hypothetical protein
HNJIGEIF_02690	CDS	660	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
HNJIGEIF_02691	CDS	2538				hypothetical protein
HNJIGEIF_02692	CDS	528	rfaH			Transcription antitermination protein RfaH
HNJIGEIF_02693	CDS	2478	priA	3.6.4.-		primosomal protein N'
HNJIGEIF_02694	CDS	1608				hypothetical protein
HNJIGEIF_02695	CDS	456				hypothetical protein
HNJIGEIF_02696	CDS	1443	tvaII_1	3.2.1.135		Neopullulanase 2
HNJIGEIF_02697	CDS	657				hypothetical protein
HNJIGEIF_02698	CDS	951	mhqO_2	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqO
HNJIGEIF_02699	CDS	411		3.1.2.-	COG2050	Putative esterase
HNJIGEIF_02700	CDS	1266	fabF_2	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
HNJIGEIF_02701	CDS	822				hypothetical protein
HNJIGEIF_02702	CDS	966				hypothetical protein
HNJIGEIF_02703	CDS	2304				hypothetical protein
HNJIGEIF_02704	CDS	342				hypothetical protein
HNJIGEIF_02705	CDS	1923	btuB_11		COG4206	Vitamin B12 transporter BtuB
HNJIGEIF_02706	CDS	444				hypothetical protein
HNJIGEIF_02707	CDS	423				hypothetical protein
HNJIGEIF_02708	CDS	1068	hemS		COG3720	Hemin transport protein HemS
HNJIGEIF_02709	CDS	822	hmuV	3.6.3.-	COG4559	Hemin import ATP-binding protein HmuV
HNJIGEIF_02710	CDS	1266				hypothetical protein
HNJIGEIF_02711	CDS	1158	btuC			Vitamin B12 import system permease protein BtuC
HNJIGEIF_02712	CDS	936	hmuT		COG4558	Hemin-binding periplasmic protein HmuT
HNJIGEIF_02713	CDS	678				hypothetical protein
HNJIGEIF_02714	CDS	2121	btuB_12		COG4206	Vitamin B12 transporter BtuB
HNJIGEIF_02715	CDS	738	lytR_3		COG3279	Sensory transduction protein LytR
HNJIGEIF_02716	CDS	1140				hypothetical protein
HNJIGEIF_02717	CDS	1398				hypothetical protein
HNJIGEIF_02718	CDS	435				hypothetical protein
HNJIGEIF_02719	CDS	438				hypothetical protein
HNJIGEIF_02720	CDS	1134	ampC	3.5.2.6	COG1680	Beta-lactamase
HNJIGEIF_02721	CDS	2802				hypothetical protein
HNJIGEIF_02722	CDS	621				hypothetical protein
HNJIGEIF_02723	CDS	840				hypothetical protein
HNJIGEIF_02724	CDS	1515	norM		COG0534	Multidrug resistance protein NorM
HNJIGEIF_02725	CDS	321				hypothetical protein
HNJIGEIF_02726	CDS	771				hypothetical protein
HNJIGEIF_02727	CDS	1434				hypothetical protein
HNJIGEIF_02728	CDS	99				hypothetical protein
HNJIGEIF_02729	CDS	3201				hypothetical protein
HNJIGEIF_02730	CDS	312				hypothetical protein
HNJIGEIF_02731	CDS	237				hypothetical protein
HNJIGEIF_02732	CDS	2238	dsbD	1.8.1.8		Thiol:disulfide interchange protein DsbD
HNJIGEIF_02733	CDS	645	resA_6			Thiol-disulfide oxidoreductase ResA
HNJIGEIF_02734	CDS	663				hypothetical protein
HNJIGEIF_02735	CDS	1389	tuaD	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase TuaD
HNJIGEIF_02736	CDS	966		5.1.3.2	COG1088	UDP-glucose 4-epimerase
HNJIGEIF_02737	CDS	1050				hypothetical protein
HNJIGEIF_02738	CDS	597				hypothetical protein
HNJIGEIF_02739	CDS	543				hypothetical protein
HNJIGEIF_02740	CDS	666	tmk	2.7.4.9	COG0125	Thymidylate kinase
HNJIGEIF_02741	CDS	1410	ycf3			Photosystem I assembly protein Ycf3
HNJIGEIF_02742	CDS	906				hypothetical protein
HNJIGEIF_02743	CDS	684				hypothetical protein
HNJIGEIF_02744	CDS	597				hypothetical protein
HNJIGEIF_02745	CDS	1077				hypothetical protein
HNJIGEIF_02746	CDS	1284	hemH_2	4.99.1.1		Ferrochelatase
HNJIGEIF_02747	CDS	1029	nanM	5.1.3.24		N-acetylneuraminate epimerase
HNJIGEIF_02748	CDS	513	pyrR_2			Bifunctional protein pyrR
HNJIGEIF_02749	CDS	867				hypothetical protein
HNJIGEIF_02750	rRNA	1535				16S ribosomal RNA
HNJIGEIF_02751	tRNA	76				tRNA-Ile(gat)
HNJIGEIF_02752	tRNA	74				tRNA-Ala(tgc)
HNJIGEIF_02753	rRNA	2930				23S ribosomal RNA
HNJIGEIF_02754	rRNA	105				5S ribosomal RNA
HNJIGEIF_02755	CDS	894				hypothetical protein
HNJIGEIF_02756	CDS	1830	ubiB_2	2.7.-.-		protein kinase UbiB
HNJIGEIF_02757	CDS	1299				hypothetical protein
HNJIGEIF_02758	CDS	426				hypothetical protein
HNJIGEIF_02759	CDS	519				hypothetical protein
HNJIGEIF_02760	CDS	807	catD	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
HNJIGEIF_02761	CDS	765	fabG_6	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HNJIGEIF_02762	CDS	1140				hypothetical protein
HNJIGEIF_02763	CDS	576				hypothetical protein
HNJIGEIF_02764	CDS	657	yedJ		COG1418	putative protein YedJ
HNJIGEIF_02765	CDS	450		2.3.1.-		Acetyltransferase
HNJIGEIF_02766	CDS	1029	prsA	5.2.1.8		Foldase protein PrsA
HNJIGEIF_02767	tRNA	74				tRNA-Glu(ctc)
HNJIGEIF_02768	CDS	735	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
HNJIGEIF_02769	CDS	1536	tig	5.2.1.8	COG0544	Trigger factor
HNJIGEIF_02770	CDS	1302	yhaP		COG1668	putative protein YhaP
HNJIGEIF_02771	CDS	951	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HNJIGEIF_02772	CDS	285				hypothetical protein
HNJIGEIF_02773	CDS	276				hypothetical protein
HNJIGEIF_02774	CDS	540	ruvC	3.1.22.4		Crossover junction endodeoxyribonuclease RuvC
HNJIGEIF_02775	CDS	774			COG0217	putative transcriptional regulatory protein
HNJIGEIF_02776	CDS	1074	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
HNJIGEIF_02777	CDS	1785				hypothetical protein
HNJIGEIF_02778	CDS	846				hypothetical protein
HNJIGEIF_02779	CDS	2301				hypothetical protein
HNJIGEIF_02780	CDS	408				hypothetical protein
HNJIGEIF_02781	CDS	351				hypothetical protein
HNJIGEIF_02782	CDS	1806	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
HNJIGEIF_02783	CDS	396				hypothetical protein
HNJIGEIF_02784	CDS	1071	trxB	1.8.1.9	COG0492	Thioredoxin reductase
HNJIGEIF_02785	CDS	345	trxA			Thioredoxin 1
HNJIGEIF_02786	CDS	2265	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
HNJIGEIF_02787	CDS	495				hypothetical protein
HNJIGEIF_02788	CDS	444				hypothetical protein
HNJIGEIF_02789	CDS	1056				hypothetical protein
HNJIGEIF_02790	CDS	1086		3.5.1.26		N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase
HNJIGEIF_02791	CDS	564				hypothetical protein
HNJIGEIF_02792	CDS	1422	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
HNJIGEIF_02793	CDS	2724				hypothetical protein
HNJIGEIF_02794	CDS	2799				hypothetical protein
HNJIGEIF_02795	CDS	1488				hypothetical protein
HNJIGEIF_02796	CDS	2904				TonB-dependent receptor P26
HNJIGEIF_02797	CDS	789				hypothetical protein
HNJIGEIF_02798	CDS	726	flgF		COG4787	Flagellar basal-body rod protein FlgF
HNJIGEIF_02799	CDS	789	flgG		COG4786	Flagellar basal-body rod protein FlgG
HNJIGEIF_02800	CDS	729				hypothetical protein
HNJIGEIF_02801	CDS	648	flgH			Flagellar L-ring protein
HNJIGEIF_02802	CDS	1164	flgI			Flagellar P-ring protein
HNJIGEIF_02803	CDS	513				hypothetical protein
HNJIGEIF_02804	CDS	537				hypothetical protein
HNJIGEIF_02805	CDS	1803	flgK		COG1256	Flagellar hook-associated protein 1
HNJIGEIF_02806	CDS	960	flgL		COG1344	Flagellar hook-associated protein 3
HNJIGEIF_02807	CDS	1005				hypothetical protein
HNJIGEIF_02808	CDS	864				hypothetical protein
HNJIGEIF_02809	CDS	858				hypothetical protein
HNJIGEIF_02810	CDS	1254				hypothetical protein
HNJIGEIF_02811	CDS	417				hypothetical protein
HNJIGEIF_02812	CDS	516				hypothetical protein
HNJIGEIF_02813	CDS	618				hypothetical protein
HNJIGEIF_02814	CDS	423				hypothetical protein
HNJIGEIF_02815	CDS	381				hypothetical protein
HNJIGEIF_02816	CDS	462				hypothetical protein
HNJIGEIF_02817	CDS	660				hypothetical protein
HNJIGEIF_02818	CDS	270				hypothetical protein
HNJIGEIF_02819	CDS	150				hypothetical protein
HNJIGEIF_02820	CDS	846				hypothetical protein
HNJIGEIF_02821	CDS	438				hypothetical protein
HNJIGEIF_02822	CDS	246				hypothetical protein
HNJIGEIF_02823	CDS	3066				hypothetical protein
HNJIGEIF_02824	CDS	591				hypothetical protein
HNJIGEIF_02825	CDS	1038				hypothetical protein
HNJIGEIF_02826	CDS	492				hypothetical protein
HNJIGEIF_02827	CDS	2946				hypothetical protein
HNJIGEIF_02828	CDS	2685	rapA	3.6.4.-		RNA polymerase-associated protein RapA
HNJIGEIF_02829	CDS	981				hypothetical protein
HNJIGEIF_02830	CDS	723				hypothetical protein
HNJIGEIF_02831	CDS	1083				hypothetical protein
HNJIGEIF_02832	CDS	273				hypothetical protein
HNJIGEIF_02833	CDS	240				hypothetical protein
HNJIGEIF_02834	CDS	1137				hypothetical protein
HNJIGEIF_02835	CDS	1389				hypothetical protein
HNJIGEIF_02836	CDS	2025				hypothetical protein
HNJIGEIF_02837	CDS	1035				IS630 family transposase ISNma5
HNJIGEIF_02838	CDS	2727				hypothetical protein
HNJIGEIF_02839	CDS	2610	lysA	4.1.1.20		Diaminopimelate decarboxylase
HNJIGEIF_02840	CDS	507				hypothetical protein
HNJIGEIF_02841	CDS	768				putative protein
HNJIGEIF_02842	CDS	483	umuD	3.4.21.-	COG1974	Protein UmuD
HNJIGEIF_02843	CDS	1281	umuC_2		COG0389	Protein UmuC
HNJIGEIF_02844	CDS	1647				hypothetical protein
HNJIGEIF_02845	CDS	3192	tolB_7			Tol-Pal system protein TolB
HNJIGEIF_02846	CDS	1860	nosZ	1.7.2.4		Nitrous-oxide reductase
HNJIGEIF_02847	CDS	672				hypothetical protein
HNJIGEIF_02848	CDS	1398	nosD			putative ABC transporter binding protein NosD
HNJIGEIF_02849	CDS	681	yxlF	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
HNJIGEIF_02850	CDS	261				hypothetical protein
HNJIGEIF_02851	CDS	525				hypothetical protein
HNJIGEIF_02852	CDS	480				hypothetical protein
HNJIGEIF_02853	CDS	309				hypothetical protein
HNJIGEIF_02854	CDS	204				hypothetical protein
HNJIGEIF_02855	CDS	522	cbaB	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
HNJIGEIF_02856	CDS	1674	cbaA	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
HNJIGEIF_02857	CDS	618				hypothetical protein
HNJIGEIF_02858	CDS	810	nagR		COG2188	HTH-type transcriptional repressor NagR
HNJIGEIF_02859	CDS	1200				hypothetical protein
HNJIGEIF_02860	CDS	921				hypothetical protein
HNJIGEIF_02861	CDS	597				hypothetical protein
HNJIGEIF_02862	CDS	222				hypothetical protein
HNJIGEIF_02863	CDS	219				hypothetical protein
HNJIGEIF_02864	CDS	1515	fixN	1.9.3.1	COG3278	Cytochrome c oxidase subunit 1 , bacteroid
HNJIGEIF_02865	CDS	597				hypothetical protein
HNJIGEIF_02866	CDS	780				hypothetical protein
HNJIGEIF_02867	CDS	2136	copA_2	7.2.2.8		Copper-exporting P-type ATPase
HNJIGEIF_02868	CDS	1455	gloB	3.1.2.6		Hydroxyacylglutathione hydrolase
HNJIGEIF_02869	CDS	765				hypothetical protein
HNJIGEIF_02870	CDS	750	zupT_2			Zinc transporter ZupT
HNJIGEIF_02871	CDS	510	dps1	1.16.-.-	COG0783	DNA protection during starvation protein 1
HNJIGEIF_02872	CDS	3144	mdtB_3		COG0841	Multidrug resistance protein MdtB
HNJIGEIF_02873	CDS	501				hypothetical protein
HNJIGEIF_02874	CDS	714	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
HNJIGEIF_02875	CDS	3336	rcsC_30	2.7.13.3		Sensor histidine kinase RcsC
HNJIGEIF_02876	CDS	624				hypothetical protein
HNJIGEIF_02877	CDS	210				hypothetical protein
HNJIGEIF_02878	CDS	2355	copA_3	7.2.2.8	COG2217	Copper-exporting P-type ATPase
